CHROM	POS	NAME
PvP01_10_v1	203461	246142
PvP01_10_v1	203476	246142
PvP01_10_v1	203481	246142
PvP01_10_v1	254365	247163
PvP01_10_v1	254393	247163
PvP01_10_v1	254401	247163
PvP01_10_v1	254409	247163
PvP01_10_v1	254411	247163
PvP01_10_v1	254412	247163
PvP01_10_v1	725010	256576
PvP01_10_v1	725016	256576
PvP01_10_v1	725074	256576
PvP01_10_v1	725169	256576
PvP01_10_v1	934473	260765
PvP01_10_v1	934509	260765
PvP01_10_v1	934546	260765
PvP01_10_v1	934604	260765
PvP01_10_v1	934646	260765
PvP01_10_v1	1097784	264031
PvP01_10_v1	1097807	264031
PvP01_10_v1	1097816	264031
PvP01_10_v1	1097871	264031
PvP01_10_v1	1097940	264031
PvP01_10_v1	1271499	267505
PvP01_10_v1	1271505	267505
PvP01_10_v1	1271644	267505
PvP01_10_v1	1386873	269813
PvP01_10_v1	1386876	269813
PvP01_10_v1	1386897	269813
PvP01_10_v1	1386947	269813
PvP01_10_v1	1386984	269813
PvP01_10_v1	1387023	269813
PvP01_10_v1	1387033	269813
PvP01_11_v1	75659	274562
PvP01_11_v1	75695	274562
PvP01_11_v1	75771	274562
PvP01_11_v1	75778	274562
PvP01_11_v1	75780	274562
PvP01_11_v1	75782	274562
PvP01_11_v1	75790	274562
PvP01_11_v1	75798	274562
PvP01_11_v1	177899	276606
PvP01_11_v1	177966	276606
PvP01_11_v1	177971	276606
PvP01_11_v1	607789	285205
PvP01_11_v1	607801	285205
PvP01_11_v1	607881	285205
PvP01_11_v1	607927	285205
PvP01_11_v1	916516	291380
PvP01_11_v1	916621	291380
PvP01_11_v1	916632	291380
PvP01_11_v1	916676	291380
PvP01_11_v1	1153667	296123
PvP01_11_v1	1153703	296123
PvP01_11_v1	1153706	296123
PvP01_11_v1	1153850	296123
PvP01_11_v1	1423370	301517
PvP01_11_v1	1423416	301517
PvP01_11_v1	1423431	301517
PvP01_11_v1	1423478	301517
PvP01_11_v1	1423489	301517
PvP01_11_v1	1423512	301517
PvP01_11_v1	1423519	301517
PvP01_11_v1	1572691	304503
PvP01_11_v1	1572700	304503
PvP01_11_v1	1572790	304503
PvP01_11_v1	1572840	304503
PvP01_11_v1	1742121	307891
PvP01_11_v1	1742160	307891
PvP01_11_v1	1742165	307891
PvP01_11_v1	1742207	307891
PvP01_11_v1	2001516	313080
PvP01_11_v1	2001517	313080
PvP01_11_v1	2001576	313080
PvP01_11_v1	2001591	313080
PvP01_11_v1	2001674	313080
PvP01_11_v1	2001699	313080
PvP01_12_v1	324221	322153
PvP01_12_v1	324232	322153
PvP01_12_v1	324242	322153
PvP01_12_v1	532971	326331
PvP01_12_v1	533091	326331
PvP01_12_v1	533094	326331
PvP01_12_v1	533101	326331
PvP01_12_v1	671184	329094
PvP01_12_v1	671258	329094
PvP01_12_v1	671280	329094
PvP01_12_v1	788701	331446
PvP01_12_v1	788705	331446
PvP01_12_v1	788740	331446
PvP01_12_v1	788755	331446
PvP01_12_v1	788815	331446
PvP01_12_v1	788821	331446
PvP01_12_v1	788834	331446
PvP01_12_v1	788851	331446
PvP01_12_v1	788864	331446
PvP01_12_v1	788879	331446
PvP01_12_v1	995698	335584
PvP01_12_v1	995701	335584
PvP01_12_v1	995758	335584
PvP01_12_v1	1436256	344397
PvP01_12_v1	1436370	344397
PvP01_12_v1	1436391	344397
PvP01_12_v1	1436450	344397
PvP01_12_v1	1457400	344819
PvP01_12_v1	1457422	344819
PvP01_12_v1	1457509	344819
PvP01_12_v1	1457514	344819
PvP01_12_v1	1899187	353655
PvP01_12_v1	1899236	353655
PvP01_12_v1	1899318	353655
PvP01_12_v1	1945903	354590
PvP01_12_v1	1945959	354590
PvP01_12_v1	1946046	354590
PvP01_12_v1	1946055	354590
PvP01_12_v1	2108486	357841
PvP01_12_v1	2108487	357841
PvP01_12_v1	2108611	357841
PvP01_12_v1	2465992	364991
PvP01_12_v1	2465995	364991
PvP01_12_v1	2466016	364991
PvP01_12_v1	2466085	364991
PvP01_12_v1	2724028	370151
PvP01_12_v1	2724060	370151
PvP01_12_v1	2724063	370151
PvP01_12_v1	2987607	375424
PvP01_12_v1	2987615	375424
PvP01_12_v1	2987616	375424
PvP01_12_v1	2987661	375424
PvP01_12_v1	2987667	375424
PvP01_12_v1	2987699	375424
PvP01_12_v1	2987706	375424
PvP01_12_v1	2987713	375424
PvP01_12_v1	2987728	375424
PvP01_13_v1	167461	382674
PvP01_13_v1	167463	382674
PvP01_13_v1	167497	382674
PvP01_13_v1	167511	382674
PvP01_13_v1	167513	382674
PvP01_13_v1	167596	382674
PvP01_13_v1	293616	385196
PvP01_13_v1	293644	385196
PvP01_13_v1	293708	385196
PvP01_13_v1	485703	389038
PvP01_13_v1	485831	389038
PvP01_13_v1	485833	389038
PvP01_13_v1	754814	394419
PvP01_13_v1	754816	394419
PvP01_13_v1	754832	394419
PvP01_13_v1	754885	394419
PvP01_13_v1	1197714	403278
PvP01_13_v1	1197756	403278
PvP01_13_v1	1197759	403278
PvP01_13_v1	1197776	403278
PvP01_13_v1	1197825	403278
PvP01_13_v1	1197828	403278
PvP01_13_v1	1197831	403278
PvP01_13_v1	1242731	404179
PvP01_13_v1	1242780	404179
PvP01_13_v1	1242900	404179
PvP01_13_v1	1532512	409975
PvP01_13_v1	1532678	409975
PvP01_13_v1	1865344	416631
PvP01_13_v1	1865414	416631
PvP01_13_v1	1865475	416631
PvP01_13_v1	1865483	416631
PvP01_13_v1	1985699	419038
PvP01_13_v1	1985773	419038
PvP01_13_v1	1985776	419038
PvP01_13_v1	1985814	419038
PvP01_14_v1	56322	422320
PvP01_14_v1	56381	422320
PvP01_14_v1	56394	422320
PvP01_14_v1	56434	422320
PvP01_14_v1	56473	422320
PvP01_14_v1	462744	430447
PvP01_14_v1	462754	430447
PvP01_14_v1	462837	430447
PvP01_14_v1	675631	434704
PvP01_14_v1	675646	434704
PvP01_14_v1	675699	434704
PvP01_14_v1	1206463	445323
PvP01_14_v1	1206565	445323
PvP01_14_v1	1206642	445323
PvP01_14_v1	1546238	452117
PvP01_14_v1	1546247	452117
PvP01_14_v1	1546249	452117
PvP01_14_v1	1763090	456454
PvP01_14_v1	1763095	456454
PvP01_14_v1	1763164	456454
PvP01_14_v1	1881136	458816
PvP01_14_v1	1881141	458816
PvP01_14_v1	1881271	458816
PvP01_14_v1	1881282	458816
PvP01_14_v1	2022559	461645
PvP01_14_v1	2022613	461645
PvP01_14_v1	2022656	461645
PvP01_14_v1	2022663	461645
PvP01_14_v1	2189681	464987
PvP01_14_v1	2189690	464987
PvP01_14_v1	2189764	464987
PvP01_14_v1	2189767	464987
PvP01_14_v1	2261605	466426
PvP01_14_v1	2261685	466426
PvP01_14_v1	2261701	466426
PvP01_14_v1	2261719	466426
PvP01_14_v1	2261740	466426
PvP01_14_v1	2261794	466426
PvP01_14_v1	2699926	475191
PvP01_14_v1	2700015	475191
PvP01_14_v1	2700045	475191
PvP01_14_v1	2810469	477403
PvP01_14_v1	2810505	477403
PvP01_14_v1	2810544	477403
PvP01_14_v1	2810642	477403
PvP01_14_v1	3009931	481392
PvP01_14_v1	3009950	481392
PvP01_14_v1	3009958	481392
PvP01_14_v1	3009994	481392
PvP01_14_v1	3010003	481392
PvP01_14_v1	3010009	481392
PvP01_14_v1	3010012	481392
PvP01_14_v1	3010020	481392
PvP01_14_v1	3010050	481392
PvP01_14_v1	3010070	481392
PvP01_14_v1	3010079	481392
PvP01_14_v1	3010081	481392
